id,nombre
PT0000001,Social researcher
PT0000002,Hydrographic surveyor
PT0000003,Health promotion specialist
PT0000004,Community arts worker
PT0000005,Fashion designer
PT0000006,Holiday representative
PT0000007,"Pharmacist, community"
PT0000008,Tour manager
PT0000009,Therapeutic radiographer
PT0000010,Warehouse manager
PT0000011,Civil Service fast streamer
PT0000012,Soil scientist
PT0000013,"Social research officer, government"
PT0000014,Media planner
PT0000015,Broadcast journalist
PT0000016,Education administrator
PT0000017,Press photographer
PT0000018,"Programme researcher, broadcasting/film/video"
PT0000019,Hospital doctor
PT0000020,Jewellery designer
PT0000021,Psychiatrist
PT0000022,"Physicist, medical"
PT0000023,"Engineer, civil (consulting)"
PT0000024,Energy manager
PT0000025,Corporate treasurer
PT0000026,Energy engineer
PT0000027,Architectural technologist
PT0000028,Microbiologist
PT0000029,Phytotherapist
PT0000030,Financial risk analyst
PT0000031,Data scientist
PT0000032,"Programme researcher, broadcasting/film/video"
PT0000033,Solicitor
PT0000034,Interpreter
PT0000035,"Journalist, broadcasting"
PT0000036,Conference centre manager
PT0000037,Warehouse manager
PT0000038,Community arts worker
PT0000039,Microbiologist
PT0000040,"Surveyor, building control"
PT0000041,Adult guidance worker
PT0000042,Careers adviser
PT0000043,"Scientist, forensic"
PT0000044,Structural engineer
PT0000045,Product manager
PT0000046,Broadcast journalist
PT0000047,Oceanographer
PT0000048,Passenger transport manager
PT0000049,Call centre manager
PT0000050,Insurance claims handler
PT0000051,Accommodation manager
PT0000052,Special educational needs teacher
PT0000053,Tax inspector
PT0000054,Human resources officer
PT0000055,Product designer
PT0000056,"Surveyor, quantity"
PT0000057,Chartered accountant
PT0000058,Psychiatrist
PT0000059,Claims inspector/assessor
PT0000060,Broadcast journalist
PT0000061,Market researcher
PT0000062,Database administrator
PT0000063,Osteopath
PT0000064,Fitness centre manager
PT0000065,Architectural technologist
PT0000066,English as a foreign language teacher
PT0000067,"Scientist, research (physical sciences)"
PT0000068,Child psychotherapist
