pelicula_id,actor_id
MOV000001,ACT000072
MOV000001,ACT000439
MOV000001,ACT000371
MOV000001,ACT000111
MOV000001,ACT000555
MOV000001,ACT000081
MOV000001,ACT000045
MOV000002,ACT000294
MOV000002,ACT000243
MOV000002,ACT000481
MOV000002,ACT000325
MOV000002,ACT000314
MOV000002,ACT000224
MOV000002,ACT000143
MOV000002,ACT000545
MOV000002,ACT000342
MOV000003,ACT000271
MOV000003,ACT000138
MOV000003,ACT000180
MOV000003,ACT000306
MOV000003,ACT000235
MOV000003,ACT000506
MOV000003,ACT000017
MOV000003,ACT000099
MOV000003,ACT000549
MOV000003,ACT000329
MOV000004,ACT000004
MOV000004,ACT000559
MOV000004,ACT000266
MOV000004,ACT000010
MOV000004,ACT000060
MOV000004,ACT000308
MOV000004,ACT000250
MOV000004,ACT000291
MOV000004,ACT000456
MOV000004,ACT000159
MOV000004,ACT000182
MOV000005,ACT000244
MOV000005,ACT000208
MOV000005,ACT000088
MOV000005,ACT000457
MOV000005,ACT000312
MOV000005,ACT000518
MOV000006,ACT000342
MOV000006,ACT000299
MOV000006,ACT000213
MOV000006,ACT000408
MOV000006,ACT000148
MOV000007,ACT000126
MOV000007,ACT000236
MOV000007,ACT000097
MOV000007,ACT000268
MOV000007,ACT000161
MOV000007,ACT000461
MOV000007,ACT000018
MOV000007,ACT000327
MOV000008,ACT000119
MOV000008,ACT000055
MOV000008,ACT000463
MOV000008,ACT000440
MOV000008,ACT000294
MOV000008,ACT000521
MOV000008,ACT000296
MOV000008,ACT000126
MOV000008,ACT000500
MOV000008,ACT000553
MOV000008,ACT000178
MOV000008,ACT000021
MOV000008,ACT000064
MOV000008,ACT000133
MOV000009,ACT000400
MOV000009,ACT000525
MOV000009,ACT000373
MOV000009,ACT000492
MOV000009,ACT000017
MOV000009,ACT000070
MOV000009,ACT000455
MOV000009,ACT000170
MOV000009,ACT000370
MOV000009,ACT000125
MOV000009,ACT000331
MOV000009,ACT000533
MOV000009,ACT000277
MOV000010,ACT000147
MOV000010,ACT000114
MOV000010,ACT000207
MOV000010,ACT000054
MOV000010,ACT000436
MOV000010,ACT000465
MOV000010,ACT000291
MOV000011,ACT000527
MOV000011,ACT000394
MOV000011,ACT000210
MOV000011,ACT000241
MOV000011,ACT000178
MOV000011,ACT000485
MOV000012,ACT000444
MOV000012,ACT000064
MOV000012,ACT000359
MOV000012,ACT000077
MOV000012,ACT000192
MOV000012,ACT000507
MOV000012,ACT000148
MOV000012,ACT000026
MOV000012,ACT000127
MOV000012,ACT000480
MOV000012,ACT000455
MOV000012,ACT000410
MOV000013,ACT000437
MOV000013,ACT000012
MOV000013,ACT000465
MOV000013,ACT000167
MOV000013,ACT000249
MOV000013,ACT000121
MOV000013,ACT000236
MOV000014,ACT000419
MOV000014,ACT000360
MOV000014,ACT000421
MOV000014,ACT000337
MOV000014,ACT000203
MOV000014,ACT000242
MOV000014,ACT000302
MOV000014,ACT000057
MOV000014,ACT000388
MOV000014,ACT000417
MOV000015,ACT000153
MOV000015,ACT000254
MOV000015,ACT000028
MOV000015,ACT000487
MOV000015,ACT000205
MOV000015,ACT000315
MOV000016,ACT000111
MOV000016,ACT000370
MOV000016,ACT000408
MOV000016,ACT000552
MOV000016,ACT000266
MOV000016,ACT000199
MOV000016,ACT000405
MOV000016,ACT000087
MOV000016,ACT000179
MOV000016,ACT000075
MOV000016,ACT000393
MOV000017,ACT000315
MOV000017,ACT000422
MOV000017,ACT000497
MOV000017,ACT000063
MOV000017,ACT000264
MOV000017,ACT000467
MOV000017,ACT000200
MOV000018,ACT000478
MOV000018,ACT000133
MOV000018,ACT000144
MOV000018,ACT000218
MOV000018,ACT000543
MOV000018,ACT000102
MOV000018,ACT000418
MOV000018,ACT000488
MOV000018,ACT000155
MOV000019,ACT000129
MOV000019,ACT000285
MOV000019,ACT000042
MOV000019,ACT000310
MOV000019,ACT000351
MOV000019,ACT000354
MOV000019,ACT000258
MOV000020,ACT000543
MOV000020,ACT000468
MOV000020,ACT000162
MOV000020,ACT000124
MOV000020,ACT000136
MOV000020,ACT000270
MOV000020,ACT000522
MOV000021,ACT000329
MOV000021,ACT000456
MOV000021,ACT000199
MOV000021,ACT000253
MOV000021,ACT000335
MOV000021,ACT000466
MOV000022,ACT000033
MOV000022,ACT000089
MOV000022,ACT000494
MOV000022,ACT000374
MOV000022,ACT000107
MOV000022,ACT000276
MOV000023,ACT000278
MOV000023,ACT000260
MOV000023,ACT000238
MOV000023,ACT000038
MOV000023,ACT000080
MOV000023,ACT000336
MOV000023,ACT000478
MOV000023,ACT000543
MOV000023,ACT000242
MOV000024,ACT000215
MOV000024,ACT000212
MOV000024,ACT000345
MOV000024,ACT000052
MOV000024,ACT000440
MOV000024,ACT000166
MOV000024,ACT000103
MOV000025,ACT000169
MOV000025,ACT000551
MOV000025,ACT000325
MOV000025,ACT000322
MOV000025,ACT000004
MOV000025,ACT000315
MOV000025,ACT000175
MOV000025,ACT000389
MOV000026,ACT000364
MOV000026,ACT000227
MOV000026,ACT000071
MOV000026,ACT000103
MOV000026,ACT000166
MOV000026,ACT000424
MOV000026,ACT000262
MOV000026,ACT000182
MOV000026,ACT000538
MOV000026,ACT000466
MOV000026,ACT000045
MOV000026,ACT000485
MOV000026,ACT000266
MOV000026,ACT000441
MOV000026,ACT000328
MOV000027,ACT000360
MOV000027,ACT000385
MOV000027,ACT000132
MOV000027,ACT000526
MOV000027,ACT000059
MOV000027,ACT000301
MOV000027,ACT000164
MOV000027,ACT000290
MOV000027,ACT000482
MOV000027,ACT000038
MOV000027,ACT000418
MOV000027,ACT000124
MOV000027,ACT000461
MOV000027,ACT000182
MOV000027,ACT000328
MOV000028,ACT000033
MOV000028,ACT000426
MOV000028,ACT000097
MOV000028,ACT000133
MOV000028,ACT000034
MOV000028,ACT000407
MOV000028,ACT000151
MOV000028,ACT000025
MOV000028,ACT000084
MOV000028,ACT000463
MOV000028,ACT000557
MOV000028,ACT000313
MOV000028,ACT000063
MOV000029,ACT000172
MOV000029,ACT000512
MOV000029,ACT000524
MOV000029,ACT000508
MOV000029,ACT000507
MOV000029,ACT000289
MOV000029,ACT000181
MOV000029,ACT000226
MOV000029,ACT000212
MOV000030,ACT000496
MOV000030,ACT000357
MOV000030,ACT000047
